Año_de_Fecha;cod_prov;Día_Fecha;Mes_Fecha;Máx_casos_acumulados;Sum_casos_acumulados
2021;Santo Domingo de los Tsáchilas;11;enero;6074;
2021;Santo Domingo de los Tsáchilas;11;enero;6074;6074
2021;Santo Domingo de los Tsáchilas;12;enero;6123;
2021;Santo Domingo de los Tsáchilas;12;enero;6123;6123
2021;Santo Domingo de los Tsáchilas;13;enero;6151;
2021;Santo Domingo de los Tsáchilas;13;enero;6151;6151
2021;Santo Domingo de los Tsáchilas;14;enero;6184;
2021;Santo Domingo de los Tsáchilas;14;enero;6184;6184
2021;Santo Domingo de los Tsáchilas;15;enero;6185;
2021;Santo Domingo de los Tsáchilas;15;enero;6185;6185
2021;Santo Domingo de los Tsáchilas;16;enero;6340;
2021;Santo Domingo de los Tsáchilas;16;enero;6340;6340
2021;Santo Domingo de los Tsáchilas;17;enero;6352;
2021;Santo Domingo de los Tsáchilas;17;enero;6352;6352
2021;Santo Domingo de los Tsáchilas;18;enero;6352;
2021;Santo Domingo de los Tsáchilas;18;enero;6352;6352
2021;Santo Domingo de los Tsáchilas;19;enero;6357;
2021;Santo Domingo de los Tsáchilas;19;enero;6357;6357
2021;Santo Domingo de los Tsáchilas;20;enero;6416;
2021;Santo Domingo de los Tsáchilas;20;enero;6416;6416
2021;Santo Domingo de los Tsáchilas;21;enero;6429;
2021;Santo Domingo de los Tsáchilas;21;enero;6429;6429
